title,price,M.R.P,Reviews,Ratings,link
"Lenovo V14 G3 14"" FHD Laptop, Intel Core i5-1235U, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11, Ms-Office Lifetime Validity, Iron Grey,1.6kg, 1 Year Onsite Brand Warranty","42,800","₹99,990",31,3.5 out of 5 stars,/Lenovo-V14-G3-i5-1235U-Ms-Office/dp/B0F4XH5MVJ/ref=sr_1_17?dib=eyJ2IjoiMSJ9.W7bW7g4thLB-e0wC9e-KBgxB2ZVH0DySGrSPpcvs0E7YcsSkJPMh--HjL4kgpucx0GY43uaNT7r0Ur1k4PHxTYnfLw9sI2GeZhO2UF_C2E8dv3e1KcPjAg2sOe166P7TeJBJHAbm9SMk0MpSHkSLSqQXlwUsWnEe1MaZnqOQC3xwt45BwlYE6wn5EaZZE2hh6wTzpOWIgK4Wo9kRGJOmJnqLZ-HjGDdFFBsGqZZQJDg.8Dp0pAcFjSSTUgsHsYqdQj8-ldkY6xs70sxvcKi6wyo&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673057&sr=8-17&xpid=WEcko5Jrjm2X4
"Lenovo ThinkBook 16 AMD Ryzen 5 7535HS (16GB RAM/512GB SSD/Win 11 Home/Office 2024/Backlit Keyboard/Fingerprint) 16"" WUXGA IPS 300 Nits Thin & Light Laptop/1Y Warranty/Aluminium Top/1.7kg, 21MWA0BSIN","43,899","₹87,800",67,3.7 out of 5 stars,/Lenovo-ThinkBook-Fingerprint-Aluminium-21MWA0BSIN/dp/B0DZJ262NX/ref=sr_1_18?dib=eyJ2IjoiMSJ9.W7bW7g4thLB-e0wC9e-KBgxB2ZVH0DySGrSPpcvs0E7YcsSkJPMh--HjL4kgpucx0GY43uaNT7r0Ur1k4PHxTYnfLw9sI2GeZhO2UF_C2E8dv3e1KcPjAg2sOe166P7TeJBJHAbm9SMk0MpSHkSLSqQXlwUsWnEe1MaZnqOQC3xwt45BwlYE6wn5EaZZE2hh6wTzpOWIgK4Wo9kRGJOmJnqLZ-HjGDdFFBsGqZZQJDg.8Dp0pAcFjSSTUgsHsYqdQj8-ldkY6xs70sxvcKi6wyo&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673057&sr=8-18&xpid=WEcko5Jrjm2X4
"Lenovo 14 (2025), Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MS Office 2021","49,890","₹1,10,990",13,3.4 out of 5 stars,/Lenovo-14-Intel-Core-1255U/dp/B0F6QGZHG2/ref=sr_1_19?dib=eyJ2IjoiMSJ9.W7bW7g4thLB-e0wC9e-KBgxB2ZVH0DySGrSPpcvs0E7YcsSkJPMh--HjL4kgpucx0GY43uaNT7r0Ur1k4PHxTYnfLw9sI2GeZhO2UF_C2E8dv3e1KcPjAg2sOe166P7TeJBJHAbm9SMk0MpSHkSLSqQXlwUsWnEe1MaZnqOQC3xwt45BwlYE6wn5EaZZE2hh6wTzpOWIgK4Wo9kRGJOmJnqLZ-HjGDdFFBsGqZZQJDg.8Dp0pAcFjSSTUgsHsYqdQj8-ldkY6xs70sxvcKi6wyo&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673057&sr=8-19&xpid=WEcko5Jrjm2X4
"Lenovo V15 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021","27,980","₹1,01,990",58,3.8 out of 5 stars,/Lenovo-V15-Ryzen-7320U-Quad/dp/B0DHFSN5M7/ref=sr_1_20?dib=eyJ2IjoiMSJ9.W7bW7g4thLB-e0wC9e-KBgxB2ZVH0DySGrSPpcvs0E7YcsSkJPMh--HjL4kgpucx0GY43uaNT7r0Ur1k4PHxTYnfLw9sI2GeZhO2UF_C2E8dv3e1KcPjAg2sOe166P7TeJBJHAbm9SMk0MpSHkSLSqQXlwUsWnEe1MaZnqOQC3xwt45BwlYE6wn5EaZZE2hh6wTzpOWIgK4Wo9kRGJOmJnqLZ-HjGDdFFBsGqZZQJDg.8Dp0pAcFjSSTUgsHsYqdQj8-ldkY6xs70sxvcKi6wyo&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673057&sr=8-20&xpid=WEcko5Jrjm2X4
"Lenovo Smartchoice Yoga Slim 7 Intel Core Ultra 5 125H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (16GB/512GB SSD/60Hz/100% DCI-P3/Win11/MSO 21/1Yr ADP Free/Alexa/Grey/1.39Kg), 83CV003MIN","79,490","₹1,25,890",51,3.9 out of 5 stars,/sspa/click?ie=UTF8&spc=MTozODE5OTk5NDMwMjQwMTcwOjE3NTc2NzMwNjA6c3BfYXRmX25leHQ6MzAwNDkwNDMyODI2MDMyOjowOjo&url=%2FLenovo-Built-WUXGA-OLED-400Nits-83CV003MIN%2Fdp%2FB0D9VLF328%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI%26dib_tag%3Dse%26keywords%3Dlenovo%2Blaptop%26nsdOptOutParam%3Dtrue%26qid%3D1757673060%26sr%3D8-18-spons%26xpid%3DWEcko5Jrjm2X4%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=wohxSBza8K&sp_cr=ZAZ
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) Grey","42,999","₹62,100",167,4.2 out of 5 stars,/Lenovo-Ryzen-39-62cm-Antiglare-Laptop/dp/B0D39BVJ7Y/ref=sr_1_19?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-19&xpid=WEcko5Jrjm2X4
"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Arctic Grey/1.65 Kg), 82YU00W7IN","27,970","₹89,990",149,4.0 out of 5 stars,/Lenovo-39-62cm-Antiglare-Windows-82YU00W7IN/dp/B0C69Z4TKW/ref=sr_1_20?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-20&xpid=WEcko5Jrjm2X4
"Lenovo V15 15.6'' FHD Laptop, 12th Gen Intel Core i5-1235U, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11, MS Office, 1YR On-site Warranty, Iron Grey","42,970","₹99,990",11,3.8 out of 5 stars,/Lenovo-i5-1235U-Graphics-Windows-Warranty/dp/B08KQK6WWZ/ref=sr_1_21?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-21&xpid=WEcko5Jrjm2X4
"Lenovo IdeaPad 3, Intel Core i3-1215U, 12th Gen, 8GB RAM, 512GB SSD, FHD, 14""/35.5cm, Windows 11, MSOffice 2021, Arctic Grey, 1.43Kg, 82RJ00FUIN, 1 Year Warranty, 3months Game Pass, Thin& Light Laptop","34,990","₹55,190",34,3.7 out of 5 stars,/Lenovo-IdeaPad-i3-1215U-Warranty-82RJ00FUIN/dp/B0DFH99H7X/ref=sr_1_22?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-22&xpid=WEcko5Jrjm2X4
"Lenovo Smartchoice Ideapad Slim 3 13Th Gen Intel Core I7-13620H 15.3 Inch(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg),83K100CJIN","66,190","₹89,390",148,3.9 out of 5 stars,/Lenovo-Smartchoice-I7-13620H-Keyboard-83K100CJIN/dp/B0F2162VGQ/ref=sr_1_23?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-23&xpid=WEcko5Jrjm2X4
"Lenovo IdeaPad Slim 3, Intel Core i7-13620H, 13th Gen, 16GB RAM, 512GB SSD, FHD IPS 300 Nits, 15""/38.1cm, Windows 11, MSOffice 21, Grey, 1.6Kg, 83EM008GIN,1Yr ADP Free,Alexa Built-in Laptop","65,900","₹79,000",419,4.1 out of 5 stars,/Lenovo-IdeaPad-i7-13620H-38-1cm-83EM008GIN/dp/B0D6NCVQZQ/ref=sr_1_24?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-24&xpid=WEcko5Jrjm2X4
"Lenovo Smartchoice LOQ AMD Ryzen 7 7435HS, NVIDIA RTX 4050-6GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EGIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop","85,490","₹1,10,890",75,4.2 out of 5 stars,/Lenovo-Smartchoice-4050-6GB-Windows-83JC00EGIN/dp/B0DPQHCKQD/ref=sr_1_25?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-25&xpid=WEcko5Jrjm2X4
"Lenovo {SmartChoice)Chromebook Intel Celeron N4500 (4GB RAM/64GB eMMC 5.1/11.6 Inch (29.46cm)/HD Display/2Wx2 Stereo Speakers/HD Camera/Chrome OS/Blue/1.21Kg), 82UY0014HA","13,990","₹36,502",35,3.9 out of 5 stars,/Lenovo-SmartChoice-Chromebook-Speakers-82UY0014HA/dp/B0F2TMZJ24/ref=sr_1_26?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-26&xpid=WEcko5Jrjm2X4
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN","36,590","₹58,390",439,4.0 out of 5 stars,/Lenovo-IdeaPad-Laptop-Windows-82R400ERIN/dp/B0CP2KRYLM/ref=sr_1_29?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-29&xpid=WEcko5Jrjm2X4
"Lenovo V15 Gen 4 Laptop, 15.6"" FHD Display, AMD Ryzen 3 7320U Processor, RJ-45, USB-C, HDMI, Windows 11 /MS Office (8GB LPDDR5 RAM 5500 MHz | 512GB PCIe SSD), Silver, 1 Year Brand Warranty","27,970","₹94,990",14,3.3 out of 5 stars,/Lenovo-Display-Processor-Windows-Warranty/dp/B0CQZ72T7H/ref=sr_1_30?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-30&xpid=WEcko5Jrjm2X4
"Lenovo LOQ AMD Ryzen 7 7435HS | NVIDIA RTX 3050A 4GB (24GB RAM/512GB SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/Office Home 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JC00GDIN AI Gaming Laptop","71,190","₹93,190",36,4.3 out of 5 stars,/Lenovo-7435HS-Refresh-Windows-83JC00GDIN/dp/B0F837CQSW/ref=sr_1_31?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-31&xpid=WEcko5Jrjm2X4
"Lenovo 15 (2025), Windows 11 Pro Intel Core i3 12th Gen 16 GB 18 512 Slow","34,390","₹86,990",7,4.6 out of 5 stars,/Lenovo-15-Windows-Intel-Core/dp/B0F6LY8VSL/ref=sr_1_32?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-32&xpid=WEcko5Jrjm2X4
"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07RIH","42,890","₹82,000",26,3.6 out of 5 stars,/Lenovo-V15-i5-1235U-Windows-82TTA07RIH/dp/B0DDY3SG2G/ref=sr_1_33?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-33&xpid=WEcko5Jrjm2X4
"Lenovo Yoga Slim 7 Intel Core Ultra 5 125H 14""(35.5cm) WUXGA-OLED 400Nits Laptop (16GB RAM/512GB SSD/AI PC/2Wx4 Speakers/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.39Kg), 83CV0085IN","79,490","₹1,10,490",13,4.2 out of 5 stars,/Lenovo-WUXGA-OLED-400Nits-Speakers-83CV0085IN/dp/B0FD9RRL1F/ref=sr_1_34?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-34&xpid=WEcko5Jrjm2X4
"Lenovo Thinkbook 16 G6 AMD Ryzen 5 16"" Wuxga IPS Antiglare 300 NITS Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Fingerprint/Office 2021/Arctic Grey/1 Year Onsite/1.7 Kg), 21KKA07RIN","44,000","₹79,200",118,4.1 out of 5 stars,/Lenovo-Thinkbook-16-G6-21Kka07Rin/dp/B0CZ7DNGZH/ref=sr_1_35?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-35&xpid=WEcko5Jrjm2X4
"Lenovo V14 AMD Ryzen 3 7320U 14"" (35.5cm) FHD 250 Nits Antiglare Thin and Light Laptop (Free MS Office) Lifetime (8GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) 1 Year Brand Warranty, 82YTA0OTlN","27,970","₹60,990",6,3.7 out of 5 stars,/Lenovo-Antiglare-Lifetime-Warranty-82YTA0OTlN/dp/B0DZ6K1PHP/ref=sr_1_36?dib=eyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673060&sr=8-36&xpid=WEcko5Jrjm2X4
"Lenovo Smartchoice LOQ AMD Ryzen 7 7435HS, NVIDIA RTX 4050-6GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EGIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop","85,490","₹1,10,890",75,4.2 out of 5 stars,/sspa/click?ie=UTF8&spc=MTozODE5OTk5NDMwMjQwMTcwOjE3NTc2NzMwNjA6c3BfYnRmOjMwMDQ0OTQ5NDkxNjUzMjo6MDo6&url=%2FLenovo-Smartchoice-4050-6GB-Windows-83JC00EGIN%2Fdp%2FB0DPQHCKQD%2Fref%3Dsr_1_38_sspa%3Fdib%3DeyJ2IjoiMSJ9.uYI_MN5rEB27FufzRxx59pJ-D1R-AVcLlX40a2RGybT2eDvz56xFxgiOfs5clVokkTWDBP3OU4jbGqXILHZ_7XzLcl_w4cWAn-HrqZYoFNwn0NZQyAPGWlFWWazjz3jt3lM4rxSQDRVeXKIllGwSuyAiciWk0dc7R3oGnGhSFj_7U34OgVr5OnjgHyFJqZFuVsskhwxaIL02ElnZNny-vVO3u106PEhzWGwcQfcg_sg.luSIVj0rjwdYDpZdd_z7b0T4tCUAip92iUaPuwI1xDI%26dib_tag%3Dse%26keywords%3Dlenovo%2Blaptop%26nsdOptOutParam%3Dtrue%26qid%3D1757673060%26sr%3D8-38-spons%26xpid%3DWEcko5Jrjm2X4%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=Kdlq0M7ePu&sp_cr=ZAZ
"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty","33,990","₹54,900",149,4.0 out of 5 stars,/Lenovo-Graphics-5500Mhz-Windows-Warranty/dp/B0F29HNJL1/ref=sr_1_3?dib=eyJ2IjoiMSJ9.W7bW7g4thLB-e0wC9e-KBgxB2ZVH0DySGrSPpcvs0E7YcsSkJPMh--HjL4kgpucx0GY43uaNT7r0Ur1k4PHxTYnfLw9sI2GeZhO2UF_C2E8dv3e1KcPjAg2sOe166P7TeJBJHAbm9SMk0MpSHkSLSqQXlwUsWnEe1MaZnqOQC3xwt45BwlYE6wn5EaZZE2hh6wTzpOWIgK4Wo9kRGJOmJnqLZ-HjGDdFFBsGqZZQJDg.8Dp0pAcFjSSTUgsHsYqdQj8-ldkY6xs70sxvcKi6wyo&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673062&sr=8-3&xpid=WEcko5Jrjm2X4
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN","23,970","₹80,990",591,3.9 out of 5 stars,/Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=sr_1_4?dib=eyJ2IjoiMSJ9.W7bW7g4thLB-e0wC9e-KBgxB2ZVH0DySGrSPpcvs0E7YcsSkJPMh--HjL4kgpucx0GY43uaNT7r0Ur1k4PHxTYnfLw9sI2GeZhO2UF_C2E8dv3e1KcPjAg2sOe166P7TeJBJHAbm9SMk0MpSHkSLSqQXlwUsWnEe1MaZnqOQC3xwt45BwlYE6wn5EaZZE2hh6wTzpOWIgK4Wo9kRGJOmJnqLZ-HjGDdFFBsGqZZQJDg.8Dp0pAcFjSSTUgsHsYqdQj8-ldkY6xs70sxvcKi6wyo&dib_tag=se&keywords=lenovo+laptop&nsdOptOutParam=true&qid=1757673062&sr=8-4&xpid=WEcko5Jrjm2X4
